FlowSite,Date,SwUsageRate
168821,2007-07-01,0.0053938141226387145
168821,2007-07-02,0.005393814122638715
168821,2007-07-03,0.005393814122638715
168821,2007-07-04,0.0053938141226387145
168821,2007-07-05,0.0053938141226387145
168821,2007-07-06,0.005393814122638714
168821,2007-07-07,0.005393814122638714
168821,2007-07-08,0.0053938141226387145
168821,2007-07-09,0.0053938141226387145
168821,2007-07-10,0.0053938141226387145
168821,2007-07-11,0.0053938141226387145
168821,2007-07-12,0.0053938141226387145
168821,2007-07-13,0.0053938141226387145
168821,2007-07-14,0.0053938141226387145
168821,2007-07-15,0.0053938141226387145
168821,2007-07-16,0.005783075786633732
168821,2007-07-17,0.006917967357019238
168821,2007-07-18,0.008749148701395915
168821,2007-07-19,0.01122727968736445
168821,2007-07-20,0.01430302018252552
168821,2007-07-21,0.017927030054479813
168821,2007-07-22,0.022049969170828014
168821,2007-07-23,0.0266224973991708
168821,2007-07-24,0.03159527460710887
168821,2007-07-25,0.03691896066224287
168821,2007-07-26,0.042544215432173536
168821,2007-07-27,0.0484216987845015
168821,2007-07-28,0.05450207058682748
168821,2007-07-29,0.06073599070675213
168821,2007-07-30,0.06707411901187617
168821,2007-07-31,0.07346711536980027
168821,2007-08-01,0.08045507180020894
168821,2007-08-02,0.08680978386653522
168821,2007-08-03,0.09307134358846354
168821,2007-08-04,0.0991904108335947
168821,2007-08-05,0.10511764546952929
168821,2007-08-06,0.11080370736386806
168821,2007-08-07,0.11619925638421165
168821,2007-08-08,0.12125495239816075
168821,2007-08-09,0.12592145527331605
168821,2007-08-10,0.1301494248772783
168821,2007-08-11,0.13388952107764804
168821,2007-08-12,0.13709240374202605
168821,2007-08-13,0.13970873273801304
168821,2007-08-14,0.1416891679332096
168821,2007-08-15,0.14298436919521648
168821,2007-08-16,0.14386881938875618
168821,2007-08-17,0.14465358942970927
168821,2007-08-18,0.14534422126241375
168821,2007-08-19,0.1459462568312077
168821,2007-08-20,0.14646523808042902
168821,2007-08-21,0.14690670695441566
168821,2007-08-22,0.14727620539750566
168821,2007-08-23,0.14757927535403698
168821,2007-08-24,0.14782145876834754
168821,2007-08-25,0.1480082975847754
168821,2007-08-26,0.14814533374765845
168821,2007-08-27,0.14823810920133476
168821,2007-08-28,0.1482921658901422
168821,2007-08-29,0.14831304575841892
168821,2007-08-30,0.14830629075050272
168821,2007-08-31,0.14827744281073169
168821,2007-09-01,0.14823204388344374
168821,2007-09-02,0.14817563591297686
168821,2007-09-03,0.14811376084366903
168821,2007-09-04,0.14805196061985823
168821,2007-09-05,0.1479957771858825
168821,2007-09-06,0.1479507524860797
168821,2007-09-07,0.1479224284647879
168821,2007-09-08,0.14791634706634502
168821,2007-09-09,0.14793805023508905
168821,2007-09-10,0.14799307991535804
168821,2007-09-11,0.14808697805148985
168821,2007-09-12,0.14822528658782252
168821,2007-09-13,0.14841354746869403
168821,2007-09-14,0.1486573026384423
168821,2007-09-15,0.1489620940414054
168821,2007-09-16,0.1494777001289419
168821,2007-09-17,0.15033721645288076
168821,2007-09-18,0.15152116060826556
168821,2007-09-19,0.15301005019013975
168821,2007-09-20,0.154784402793547
168821,2007-09-21,0.1568247360135307
168821,2007-09-22,0.15911156744513447
168821,2007-09-23,0.16162541468340186
168821,2007-09-24,0.1643467953233763
168821,2007-09-25,0.16725622696010145
168821,2007-09-26,0.1703342271886207
168821,2007-09-27,0.1735613136039778
168821,2007-09-28,0.1769180038012161
168821,2007-09-29,0.18038481537537918
168821,2007-09-30,0.1839422659215106
168821,2007-10-01,0.18970671073315032
168821,2007-10-02,0.19338699200834894
168821,2007-10-03,0.19709946504064652
168821,2007-10-04,0.20082464742508657
168821,2007-10-05,0.20454305675671264
168821,2007-10-06,0.2082352106305682
168821,2007-10-07,0.21188162664169688
168821,2007-10-08,0.2154628223851421
168821,2007-10-09,0.21895931545594752
168821,2007-10-10,0.22235162344915654
168821,2007-10-11,0.22562026395981283
168821,2007-10-12,0.2287457545829598
168821,2007-10-13,0.23170861291364106
168821,2007-10-14,0.23448935654690006
168821,2007-10-15,0.23706850307778046
168821,2007-10-16,0.2396525721244566
168821,2007-10-17,0.24245006477416547
168821,2007-10-18,0.24544447082554466
168821,2007-10-19,0.24861928007723186
168821,2007-10-20,0.2519579823278649
168821,2007-10-21,0.25544406737608105
168821,2007-10-22,0.2590610250205184
168821,2007-10-23,0.2627923450598142
168821,2007-10-24,0.26662151729260636
168821,2007-10-25,0.2705320315175323
168821,2007-10-26,0.27450737753322974
168821,2007-10-27,0.2785310451383363
168821,2007-10-28,0.28258652413148977
168821,2007-10-29,0.28665730431132763
168821,2007-10-30,0.2907268754764877
168821,2007-10-31,0.2947787274256074
168821,2007-11-01,0.29879634995732446
168821,2007-11-02,0.3027632328702765
168821,2007-11-03,0.3066628659631013
168821,2007-11-04,0.3104787390344363
168821,2007-11-05,0.3141943418829191
168821,2007-11-06,0.3177931643071876
168821,2007-11-07,0.32125869610587937
168821,2007-11-08,0.3245744270776319
168821,2007-11-09,0.32772384702108287
168821,2007-11-10,0.33069044573487
168821,2007-11-11,0.333457713017631
168821,2007-11-12,0.33600913866800336
168821,2007-11-13,0.33832821248462464
168821,2007-11-14,0.3403984242661327
168821,2007-11-15,0.34220326381116517
168821,2007-11-16,0.3438441790938498
168821,2007-11-17,0.34543332163330237
168821,2007-11-18,0.34697023654564185
168821,2007-11-19,0.3484544689469875
168821,2007-11-20,0.3498855639534585
168821,2007-11-21,0.3512630666811739
168821,2007-11-22,0.3525865222462527
168821,2007-11-23,0.35385547576481446
168821,2007-11-24,0.355069472352978
168821,2007-11-25,0.35622805712686256
168821,2007-11-26,0.35733077520258716
168821,2007-11-27,0.3583771716962712
168821,2007-11-28,0.3593667917240337
168821,2007-11-29,0.3602991804019936
168821,2007-11-30,0.36117388284627033
168821,2007-12-01,0.3619904441729829
168821,2007-12-02,0.3627484094982505
168821,2007-12-03,0.36344732393819223
